+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
| No PCA |  RBF   |  0.01  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8164854424844356 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.30812830346860764 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5623068729765216 |
| No PCA |  RBF   |  0.01  |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7277150528118687 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2265980664201502 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.47715655961600945 |
| No PCA |  RBF   |  0.01  |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7373878713395686 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2865577733634596 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5119728223515141 |
| No PCA |  RBF   |  0.01  |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9734568376110764 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9164985728079398 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9449777052095081 |
| No PCA |  RBF   |  0.01  |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9650918401826519 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8824025602674588 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9237472002250553 |
| No PCA |  RBF   |  0.01  |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9445922608183747 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6659191927738656 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8052557267961201 |
| No PCA |  RBF   |  0.01  |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8096292789955564 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2559265281109586 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5327779035532575 |
| No PCA |  RBF   |  0.01  |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7335482756045326 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23436629640104364 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.48395728600278815 |
| No PCA |  RBF   |  0.01  |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7367509286644094 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.33246674305423063 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |   0.53460883585932  |
| No PCA |  RBF   |  0.01  |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9773806563136708 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8587660003242105 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9180733283189406 |
| No PCA |  RBF   |  0.01  |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9460059427978118 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6756737096296679 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8108398262137398 |
| No PCA |  RBF   |  0.01  |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9355005316890687 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5075143813065933 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.721507456497831  |
| No PCA |  RBF   |  0.01  |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8234551638684188 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.28045594418173836 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5519555540250786 |
| No PCA |  RBF   |  0.01  |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7353731919185186 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23874674153706915 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.48705996672779384 |
| No PCA |  RBF   |  0.01  |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7399356420402056 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.34655157537511927 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5432436087076624 |
| No PCA |  RBF   |  0.1   |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9701476912414317 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9090311568058984 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9395894240236651 |
| No PCA |  RBF   |  0.1   |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9640760871036955 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7610935968979513 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8625848420008234 |
| No PCA |  RBF   |  0.1   |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9223800476394242 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5423885804206143 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7323843140300192 |
| No PCA |  RBF   |  0.1   |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.5771750373673423 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1575940116712398 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.36738452451929104 |
| No PCA |  RBF   |  0.1   |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7277150528118687 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2265980664201502 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.47715655961600945 |
| No PCA |  RBF   |  0.1   |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7373878713395686 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.28917887530478054 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5132833733221746 |
| No PCA |  RBF   |  0.1   |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9645428125680189 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8807264816314347 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9226346470997269 |
| No PCA |  RBF   |  0.1   |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9524156538844991 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6830344418009078 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8177250478427034 |
| No PCA |  RBF   |  0.1   |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9190033847212575 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5049623377016527 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7119828612114552 |
| No PCA |  RBF   |  0.1   |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.6289337955985513 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20640969187111297 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4176717437348322 |
| No PCA |  RBF   |  0.1   |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7353731919185186 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23851232473380088 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.48694275832615974 |
| No PCA |  RBF   |  0.1   |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7367509286644094 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3201049976162924 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5284279631403509 |
| No PCA |  RBF   |  0.1   |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9622515711259924 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7774085435559576 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.869830057340975  |
| No PCA |  RBF   |  0.1   |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9389374718950663 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6226657919848674 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7808016319399669 |
| No PCA |  RBF   |  0.1   |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.922726037790297  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4926570326139633 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7076915352021302 |
| No PCA |  RBF   |  0.1   |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.6281990437728171 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20866858891544338 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.41843381634413024 |
| No PCA |  RBF   |  0.1   |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7353731919185186 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.23874674153706915 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.48705996672779384 |
| No PCA |  RBF   |  0.1   |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.738661756689887  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.35463666328352816 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5466492099867075 |
| No PCA |  RBF   |   1    |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9658064262094618 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7610882179348927 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8634473220721772 |
| No PCA |  RBF   |   1    |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9414356850854209 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6207923090464711 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.781113997065946  |
| No PCA |  RBF   |   1    |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.6722354180773922 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.18375298893273279 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.42799420350506245 |
| No PCA |  RBF   |   1    |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  | 0.38831047660093365 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10863756624862084 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.24847402142477726 |
| No PCA |  RBF   |   1    |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.6701045750477206 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.21871066214736196 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4444076185975413 |
| No PCA |  RBF   |   1    |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7373878713395686 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.29760114107164937 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.517494506205609  |
| No PCA |  RBF   |   1    |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9575587153391737 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7250271718994444 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8412929436193091 |
| No PCA |  RBF   |   1    |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9409701764146716 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6122394638164724 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.776604820115572  |
| No PCA |  RBF   |   1    |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.5687334672887401 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.14207424493374332 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3554038561112417 |
| No PCA |  RBF   |   1    |   -    |  0.01  |  1  |  (0.1, 1, 1)  | 0.40273344656512505 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11426176167820128 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.25849760412166317 |
| No PCA |  RBF   |   1    |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.6990815703126988 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2267699315640271 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.46292575093836297 |
| No PCA |  RBF   |   1    |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7373878713395686 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3045736738813862 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5209807726104774 |
| No PCA |  RBF   |   1    |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9704009191428634 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7434343467246052 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8569176329337342 |
| No PCA |  RBF   |   1    |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9396214899672704 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6028414812019323 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7712314855846013 |
| No PCA |  RBF   |   1    |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.5622278087635542 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.14088025140319288 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3515540300833735 |
| No PCA |  RBF   |   1    |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.4034451903373671 |          -          |
