+--------+--------+--------+--------+--------+-----+---------------+---------------------+---------------------+
|  PCA   | Kernel |   c    | degree | gamma  |  K  | Working Point |        minDCF       |        C_prim       |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8075178317727534 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8866896425444633 |
|   8    |  RBF   |  0.01  |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.8372123659412474 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3232502061824468 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.580231286061847  |
|   8    |  RBF   |  0.01  |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7502697427575692 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2150771902799939 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4826734665187815 |
|   8    |  RBF   |  0.01  |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7230803399343462 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2629337461553017 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4930070430448239 |
|   8    |  RBF   |  0.01  |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.974530857267695  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9117509932458662 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9431409252567806 |
|   8    |  RBF   |  0.01  |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9650918401826519 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8800058313356004 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9225488357591262 |
|   8    |  RBF   |  0.01  |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9409008989539698 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6646340449089152 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8027674719314425 |
|   8    |  RBF   |  0.01  |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.8210560796975439 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2483039061106589 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5346799929041014 |
|   8    |  RBF   |  0.01  |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7559735176324194 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2266025544840419 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4912880360582306 |
|   8    |  RBF   |  0.01  |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7210823028375943 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.284479411222647  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5027808570301207 |
|   8    |  RBF   |  0.01  |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9809881990798134 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8554981166366119 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9182431578582126 |
|   8    |  RBF   |  0.01  |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.949872847410337  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6332155149872715 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7915441811988042 |
|   8    |  RBF   |  0.01  |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.9348635890139094 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5133916047734608 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7241275968936851 |
|   8    |  RBF   |  0.01  |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.8309686799759988 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2718679482707498 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5514183141233743 |
|   8    |  RBF   |  0.01  |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7581189531609338 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22876941889004626 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |   0.49344418602549  |
|   8    |  RBF   |  0.01  |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.30462692493999494 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5125401484799895 |
|   8    |  RBF   |  0.1   |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9687836795869706 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9018244044845911 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9353040420357809 |
|   8    |  RBF   |  0.1   |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9633757155400211 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7557761040293691 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8595759097846951 |
|   8    |  RBF   |  0.1   |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.9242598402703857 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5382126409712904 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.731236240620838  |
|   8    |  RBF   |  0.1   |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  |  0.5704107262775681 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.15188409051706556 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3611474083973168 |
|   8    |  RBF   |  0.1   |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.7502697427575692 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2150771902799939 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4826734665187815 |
|   8    |  RBF   |  0.1   |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7230803399343462 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.26181040196121663 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4924453709477814 |
|   8    |  RBF   |  0.1   |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9703551998474291 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8910274005858583 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9306913002166437 |
|   8    |  RBF   |  0.1   |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9517169822253775 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.688095613326154  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8199062977757657 |
|   8    |  RBF   |  0.1   |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.9209729901287196 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.5056552652970108 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7133141277128652 |
|   8    |  RBF   |  0.1   |   -    |  0.01  |  1  |  (0.1, 1, 1)  |  0.6211726905204957 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.19887066934614955 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4100216799333226 |
|   8    |  RBF   |  0.1   |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.7580565600380424 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.22907578301094428 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.49356617152449334 |
|   8    |  RBF   |  0.1   |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.281064867216688  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5007591196183361 |
|   8    |  RBF   |  0.1   |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.972859653056501  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8294202647101617 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9011399588833313 |
|   8    |  RBF   |  0.1   |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.946001034527727  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.645288227963389  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7956446312455581 |
|   8    |  RBF   |  0.1   |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.923533168803548  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4959216922847582 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7097274305441531 |
|   8    |  RBF   |  0.1   |   -    |  0.01  |  10 |  (0.1, 1, 1)  |  0.6230408392655706 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20109350437842205 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.41206717182199637 |
|   8    |  RBF   |  0.1   |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.7587683038102845 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2294187695393969 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4940935366748407 |
|   8    |  RBF   |  0.1   |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3134520021082392 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5169526870641117 |
|   8    |  RBF   |   1    |   -    | 1e-05  | 0.1 |  (0.1, 1, 1)  |  0.9610852976530484 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.767915831545476  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8645005645992623 |
|   8    |  RBF   |   1    |   -    | 0.0001 | 0.1 |  (0.1, 1, 1)  |  0.9427974854962654 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6216751713110248 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7822363284036451 |
|   8    |  RBF   |   1    |   -    | 0.001  | 0.1 |  (0.1, 1, 1)  |  0.6629533687418396 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1874855880445877 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.42521947839321367 |
|   8    |  RBF   |   1    |   -    |  0.01  | 0.1 |  (0.1, 1, 1)  | 0.41057485814278694 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10396522873651345 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2572700434396502 |
|   8    |  RBF   |   1    |   -    |  0.1   | 0.1 |  (0.1, 1, 1)  |  0.6523731577498519 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20179274462257912 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.42708295118621553 |
|   8    |  RBF   |   1    |   -    |   1    | 0.1 |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.2682806635102488 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4943670177651165 |
|   8    |  RBF   |   1    |   -    | 1e-05  |  1  |  (0.1, 1, 1)  |  0.9544863415744176 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |   0.73797022419349  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8462282828839538 |
|   8    |  RBF   |   1    |   -    | 0.0001 |  1  |  (0.1, 1, 1)  |  0.9415192040293047 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6132445739709358 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7773818890001203 |
|   8    |  RBF   |   1    |   -    | 0.001  |  1  |  (0.1, 1, 1)  |  0.5887106430208194 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.14981221528594524 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.36926142915338234 |
|   8    |  RBF   |   1    |   -    |  0.01  |  1  |  (0.1, 1, 1)  | 0.41574419332418194 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11115239388504468 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2634482936046133 |
|   8    |  RBF   |   1    |   -    |  0.1   |  1  |  (0.1, 1, 1)  |  0.675369826444854  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.212032477751313  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.4437011520980835 |
|   8    |  RBF   |   1    |   -    |   1    |  1  |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.27256426205774975 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.49650881703886696 |
|   8    |  RBF   |   1    |   -    | 1e-05  |  10 |  (0.1, 1, 1)  |  0.9726436743537425 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.7400414131704759 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.8563425437621093 |
|   8    |  RBF   |   1    |   -    | 0.0001 |  10 |  (0.1, 1, 1)  |  0.9415192040293047 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.6093013942125547 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.7754102991209297 |
|   8    |  RBF   |   1    |   -    | 0.001  |  10 |  (0.1, 1, 1)  |  0.5838170562590069 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.14488994834816568 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3643535023035863 |
|   8    |  RBF   |   1    |   -    |  0.01  |  10 |  (0.1, 1, 1)  | 0.41419330534313914 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11138867592842863 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.26279099063578387 |
|   8    |  RBF   |   1    |   -    |  0.1   |  10 |  (0.1, 1, 1)  |  0.6545784334215214 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.20513501562135028 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.42985672452143586 |
|   8    |  RBF   |   1    |   -    |   1    |  10 |  (0.1, 1, 1)  |  0.7204533720199842 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.30531622570602746 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.5128847988630059 |
|   7    | Linear | 0.0001 |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9863270544227614 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9176061977392214 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9519666260809914 |
|   7    | Linear | 0.0001 |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9863270544227614 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9172497738588214 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9517884141407914 |
|   7    | Linear | 0.0001 |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9993630573248407 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9115161497981301 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9554396035614854 |
|   7    | Linear | 0.001  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9885068032836537 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9177518185459995 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9531293109148267 |
|   7    | Linear | 0.001  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9898055045823551 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.916758174257718  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9532818394200365 |
|   7    | Linear | 0.001  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9967736665849873 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.931767124347858  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9642703954664227 |
|   7    | Linear |  0.01  |   -    |   -    | 0.1 |  (0.1, 1, 1)  |   0.98524537480737  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.921246596021833  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9532459854146015 |
|   7    | Linear |  0.01  |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9902347859173213 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9457916303110245 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9680132081141729 |
|   7    | Linear |  0.01  |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9921686651753603 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8956065825934816 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9438876238844209 |
|   7    | Linear |  0.1   |   -    |   -    | 0.1 |  (0.1, 1, 1)  |  0.9851829816844786 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9207570482205124 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9529700149524956 |
|   7    | Linear |  0.1   |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.9948868741321573 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9161198690200096 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9555033715760834 |
|   7    | Linear |  0.1   |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.9916729486913359 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.945568989950573  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9686209693209544 |
|   7    | Linear |   1    |   -    |   -    | 0.1 |  (0.1, 1, 1)  |   0.99619798340505  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9294332404157564 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9628156119104032 |
|   7    | Linear |   1    |   -    |   -    |  1  |  (0.1, 1, 1)  |  0.988757724260787  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.8872532129035484 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9380054685821677 |
|   7    | Linear |   1    |   -    |   -    |  10 |  (0.1, 1, 1)  |  0.996048808849302  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.9483252411350522 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.9721870249921771 |
|   7    |  Poly  | 0.0001 |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.4335182804477042 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12114497085121127 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.27733162564945774 |
|   7    |  Poly  | 0.0001 |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.42566548252764386 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.11989895260057262 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.27278221756410825 |
|   7    |  Poly  | 0.0001 |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.2694522022497158 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08180778894091667 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.17562999559531622 |
|   7    |  Poly  | 0.0001 |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.4595981596983504 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12020345270321317 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2899008062007818 |
|   7    |  Poly  | 0.0001 |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.4413354797624548 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.12000164352820504 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.28066856164532994 |
|   7    |  Poly  | 0.0001 |   3    |   -    |  10 |  (0.1, 1, 1)  | 0.37588064872931304 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10236076978725739 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2391207092582852 |
|   7    |  Poly  | 0.001  |   2    |   -    | 0.1 |  (0.1, 1, 1)  |  0.3879423013716742 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.10996357851616753 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.24895293994392087 |
|   7    |  Poly  | 0.001  |   2    |   -    |  1  |  (0.1, 1, 1)  |  0.3733886056360038 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09955773706233087 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.23647317134916734 |
|   7    |  Poly  | 0.001  |   2    |   -    |  10 |  (0.1, 1, 1)  | 0.26735401267570275 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08408223524981519 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.17571812396275896 |
|   7    |  Poly  | 0.001  |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.5913534213210807 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.13831993588674135 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.364836678603911  |
|   7    |  Poly  | 0.001  |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.4688971541673581 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1351696223185913 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.3020333882429747 |
|   7    |  Poly  | 0.001  |   3    |   -    |  10 |  (0.1, 1, 1)  | 0.44944527140560436 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.1286526300190196 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.28904895071231196 |
|   7    |  Poly  |  0.01  |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.34824623033382784 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09576612054435071 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2220061754390893 |
|   7    |  Poly  |  0.01  |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.29737239286680545 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08696019947418746 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19216629617049646 |
|   7    |  Poly  |  0.01  |   2    |   -    |  10 |  (0.1, 1, 1)  |  0.2914294768684391 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.08825883549274391 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.18984415618059153 |
|   7    |  Poly  |  0.01  |   3    |   -    | 0.1 |  (0.1, 1, 1)  |  0.8381750678636528 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.3693612924304723 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.6037681801470626 |
|   7    |  Poly  |  0.01  |   3    |   -    |  1  |  (0.1, 1, 1)  |  0.9084180068975216 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.4419150550370089 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.6751665309672652 |
|   7    |  Poly  |  0.01  |   3    |   -    |  10 |  (0.1, 1, 1)  |  0.9367705627189874 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.40773157849762554 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.6722510706083065 |
|   7    |  Poly  |  0.1   |   2    |   -    | 0.1 |  (0.1, 1, 1)  | 0.29780240973583905 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  |  0.088578386067649  |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          | 0.19319039790174403 |
|   7    |  Poly  |  0.1   |   2    |   -    |  1  |  (0.1, 1, 1)  | 0.32139601876848733 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |  (0.5, 1, 1)  | 0.09050762441571722 |          -          |
|   -    |   -    |   -    |   -    |   -    |  -  |       -       |          -          |  0.2059518215921023 |
|   7    |  Poly  |  0.1   |   2    |   -    |  10 |  (0.1, 1, 1)  | 0.30208638238612295 |          -          |
