+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.39305178603138646 |
|   5    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.7456645583544241 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1622579776619834 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4539612680082038 |
|   5    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.7502034681711596 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1690198763526001 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4596116722618798 |
|   5    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7485508677432009 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16205439007640987 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4553026289098054 |
|   5    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.7235187478435743 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14387381709002883 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4336962824668016 |
|   5    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.691633609830269  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14354922535793943 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41759141759410423 |
|   5    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7485508677432009 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16205439007640987 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4553026289098054 |
|   5    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.6976657455766275 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1374944716705769 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41758010862360223 |
|   5    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.6996960476565828 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1390611954422317 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41937862154940725 |
|   5    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7485508677432009 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16205439007640987 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4553026289098054 |
|   5    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.6946702213307931 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1378247440534362 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41624748269211465 |
|   5    |     8      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.6956716108399161 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13933127787065316 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41750144435528463 |
|   5    |     8      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.6967462616532692 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13470214736228775 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41572420450777847 |
|   5    |     8      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.697081085660969  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13617088814819883 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41662598690458397 |
|   5    |     8      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.6992433044034536 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1399883393356653 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4196158218695595 |
|   5    |     8      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.698960717911242  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13339822271853158 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4161794703148868 |
|   5    |     16     |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.7450899526699774 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16488786188819343 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.45498890727908536 |
|   5    |     16     |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.7401049916072006 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16558439513066148 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.452844693368931  |
|   5    |     16     |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7426096570484934 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16424075939147542 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4534252082199844 |
|   5    |     16     |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.7219316581057995 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14962711921336092 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4357793886595802 |
|   5    |     16     |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.6986439283023131 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14591274421933262 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4222783362608229 |
|   5    |     16     |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7426096570484934 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16424075939147542 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4534252082199844 |
|   5    |     16     |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.6989449046567812 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14644591842190197 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.42269541153934154 |
|   5    |     16     |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.696238090438472  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14302818248094712 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41963313645970957 |
|   5    |     16     |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.7426096570484934 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.16424075939147542 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4534252082199844 |
|   5    |     16     |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.6975866452775192 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14611635448234586 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.42185149987993253 |
|   5    |     16     |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.6835319384500166 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14035572630583398 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4119438323779253 |
|   5    |     16     |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.691313952729389  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13554225712311047 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4134281049262497 |
|   5    |     16     |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.707069054249613  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.14710894684491554 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4270890005472643 |
|   5    |     16     |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.6870821996471314 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1408461944651518 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.41396419705614157 |
|   5    |     16     |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.6803626095925449 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.13523759093642723 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.4078001002644861 |
|   6    |     1      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     1      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3970262036901728 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09062318444293409 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24382469406655344 |
|   6    |     1      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     1      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.3616756953717829 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0967913461114848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22923352074163383 |
|   6    |     1      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3710465342138892 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09732008490174027 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23418330955781475 |
|   6    |     1      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     1      |       4        |    GMM_EM   |  (0.1, 1, 1)  | 0.36064552842472963 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09596016961401341 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22830284901937153 |
|   6    |     1      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.37455580296358704 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09630144931395726 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23542862613877213 |
|   6    |     1      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     1      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3541074882605571 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09698046009319038 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22554397417687375 |
|   6    |     1      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3742349234828503 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09925673270365185 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23674582809325107 |
|   6    |     1      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3619697990275023 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09710710083940848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2295384499334554 |
|   6    |     1      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.3514538872765833 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1000685613642178 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22576122432040052 |
|   6    |     1      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.370827125422493  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09989200454446467 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23535956498347885 |
|   6    |     1      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3575021624064614 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09458571906462934 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22604394073554535 |
|   6    |     2      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.3685161099889377 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09189945599360268 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23020778299127018 |
|   6    |     2      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.392557888312728  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09525826340536674 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24390807585904736 |
|   6    |     2      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     2      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.349018352561962  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10031067268821134 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2246645126250867 |
|   6    |     2      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3590625532529642 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10036070732682507 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22971163028989464 |
|   6    |     2      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     2      |       4        |    GMM_EM   |  (0.1, 1, 1)  |   0.34484104226262  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0968578871948261 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22084946472872308 |
|   6    |     2      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.35933650264633105 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10388468212494173 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2316105923856364 |
|   6    |     2      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3830888051696421 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0874766936441855 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2352827494069138 |
|   6    |     2      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.34427628167332597 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10186476802507657 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22307052484920126 |
|   6    |     2      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3592834272062297 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09924315839837099 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22926329280230034 |
|   6    |     2      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3619697990275023 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09710710083940848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2295384499334554 |
|   6    |     2      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.3385077659637809 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10143613297635586 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21997194947006837 |
|   6    |     2      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3605426365170136 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10030777125541952 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23042520388621657 |
|   6    |     2      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3575021624064614 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09458571906462934 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22604394073554535 |
|   6    |     4      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4166530024550341 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09639094618514474 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25652197432008944 |
|   6    |     4      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4213142872668748 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09242875555220018 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2568715214095375 |
|   6    |     4      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3955636934122559 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08954071889528514 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24255220615377052 |
|   6    |     4      |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.38926137722444487 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09093208254865756 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24009672988655123 |
|   6    |     4      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.37875719622842585 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09632915447413505 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23754317535128044 |
|   6    |     4      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3955636934122559 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08954071889528514 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24255220615377052 |
|   6    |     4      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3891617601789793 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09309024943986735 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2411260048094233 |
|   6    |     4      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3801109847817212 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09770902979984078 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.238910007290781  |
|   6    |     4      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3955636934122559 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08954071889528514 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24255220615377052 |
|   6    |     4      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3922860638731724 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09340630269782435 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24284618328549837 |
|   6    |     4      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.38686332548881824 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1007686423403749 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24381598391459658 |
|   6    |     4      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3801477954478861 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09149115857633394 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23581947701211003 |
|   6    |     4      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.4004743599733082 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09755722020667194 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24901579008999009 |
|   6    |     4      |       16       | GMM_EM_diag |  (0.1, 1, 1)  | 0.38660391479044776 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09817569254989303 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24238980367017038 |
|   6    |     4      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3816971598153737 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09247617987604136 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23708666984570753 |
|   6    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4155053098045217 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10671248984272523 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26110889982362345 |
|   6    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4181175749830313 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09563934293703269 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25687845896003203 |
|   6    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  | 0.41568685840912833 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09386675723045437 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25477680781979134 |
|   6    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  |   0.39576240138043  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08968028978330675 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24272134558186836 |
|   6    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3874264689353331 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09317752989769464 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24030199941651387 |
|   6    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  | 0.41568685840912833 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09386675723045437 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25477680781979134 |
|   6    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3942908215626544 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09040506629483622 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2423479439287453 |
|   6    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.39177046006456073 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08983468095029094 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24080257050742584 |
|   6    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  | 0.41568685840912833 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09386675723045437 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25477680781979134 |
|   6    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3917140528448867 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09278328900142362 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24224867092315516 |
|   6    |     8      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3966218978135913 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09112000942970638 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24387095362164884 |
|   6    |     8      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3935597023834571 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09104361058229918 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24230165648287816 |
|   6    |     8      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.4049544606676272 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0941574161623037 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24955593841496546 |
|   6    |     8      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3916124742208616 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09097982605261204 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24129615013673683 |
|   6    |     8      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3955344098968135 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0906686784716351 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2431015441842243 |
|   6    |     16     |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4446978469078379 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.12080242088119833 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28275013389451814 |
|   6    |     16     |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.426641546630225  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10195834184883065 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.26429994423952785 |
|   6    |     16     |       1        | GMM_EM_tied |  (0.1, 1, 1)  |   0.41603034367666  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09363439504989693 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25483236936327847 |
|   6    |     16     |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.4160555270790258 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10670353447057482 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2613795307748003 |
|   6    |     16     |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.39645510717875465 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09599670339906788 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24622590528891125 |
|   6    |     16     |       2        | GMM_EM_tied |  (0.1, 1, 1)  |   0.41603034367666  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09363439504989693 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25483236936327847 |
|   6    |     16     |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.4127583064133857 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10449760178720705 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2586279541002964 |
|   6    |     16     |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.40490258657744593 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09797637085913152 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25143947871828876 |
|   6    |     16     |       4        | GMM_EM_tied |  (0.1, 1, 1)  |   0.41603034367666  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09363439504989693 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25483236936327847 |
|   6    |     16     |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.406487358049555  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1066085978602966 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2565479779549258 |
|   6    |     16     |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.41029913486162695 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09458962888806566 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2524443818748463 |
|   6    |     16     |       8        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39200093460227914 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.090876185222636  |          -          |
