+--------+------------+----------------+-------------+---------------+---------------------+---------------------+
|  PCA   | g (target) | g (NON target) |   function  | Working Point |        minDCF       |        C_prim       |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23317188796307742 |
|   8    |     1      |       16       | GMM_EM_tied |  (0.1, 1, 1)  | 0.32787098997177405 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0958180268601381 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2118445084159561 |
|   8    |     2      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.3986002786980138 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08873563463751934 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24366795666776656 |
|   8    |     2      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4129469261635479 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09021689025127526 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25158190820741155 |
|   8    |     2      |       1        | GMM_EM_tied |  (0.1, 1, 1)  | 0.40167033260789003 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08268786239423792 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24217909750106398 |
|   8    |     2      |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.30100372401070224 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10243753974895753 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2017206318798299 |
|   8    |     2      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.37050111815099085 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10022743486318467 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23536427650708774 |
|   8    |     2      |       2        | GMM_EM_tied |  (0.1, 1, 1)  | 0.40167033260789003 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08268786239423792 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24217909750106398 |
|   8    |     2      |       4        |    GMM_EM   |  (0.1, 1, 1)  | 0.30089961646399405 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1063746488880291 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20363713267601158 |
|   8    |     2      |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.335343397197367  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09507333907906793 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21520836813821748 |
|   8    |     2      |       4        | GMM_EM_tied |  (0.1, 1, 1)  | 0.40167033260789003 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08268786239423792 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24217909750106398 |
|   8    |     2      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.30981283887773686 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10942768309854607 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20962026098814146 |
|   8    |     2      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.34841701439400463 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10140426875400836 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2249106415740065 |
|   8    |     2      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3210436710335006 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0967839651022849 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20891381806789278 |
|   8    |     2      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.31040564130985226 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10255322798093007 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20647943464539117 |
|   8    |     2      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3494590582477044 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10508769345511162 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.227273375851408  |
|   8    |     2      |       16       | GMM_EM_tied |  (0.1, 1, 1)  | 0.32787098997177405 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0958180268601381 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2118445084159561 |
|   8    |     4      |       1        |    GMM_EM   |  (0.1, 1, 1)  |   0.46347197013797  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09973876271028373 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28160536642412687 |
|   8    |     4      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4729033563945847 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09286699724321401 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28288517681889935 |
|   8    |     4      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4155606439039081 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08461624172718848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2500884428155483 |
|   8    |     4      |       2        |    GMM_EM   |  (0.1, 1, 1)  | 0.38570550598879827 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08769850579121267 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23670200589000548 |
|   8    |     4      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.40775229699066007 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08934683700559418 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24854956699812714 |
|   8    |     4      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4155606439039081 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08461624172718848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2500884428155483 |
|   8    |     4      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3873403890143503 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08620717768039772 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.236773783347374  |
|   8    |     4      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.37786788216578854 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08321105786069642 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2305394700132425 |
|   8    |     4      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4155606439039081 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08461624172718848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2500884428155483 |
|   8    |     4      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.39110606182674446 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0895686014340156 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |   0.24033733163038  |
|   8    |     4      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.375547023885309  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08580513632558184 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2306760801054454 |
|   8    |     4      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3470237881884647 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09194964913098755 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21948671865972613 |
|   8    |     4      |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.391025001471872  |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0894283254671598 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2402266634695159 |
|   8    |     4      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3703252096596802 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08866496805711108 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22949508885839565 |
|   8    |     4      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3502125153600922 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09042667141665846 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2203195933883753 |
|   8    |     8      |       1        |    GMM_EM   |  (0.1, 1, 1)  |  0.4744988728961436 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10982919275888461 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.29216403282751413 |
|   8    |     8      |       1        | GMM_EM_diag |  (0.1, 1, 1)  | 0.46415023184768495 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09284809767590112 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.27849916476179304 |
|   8    |     8      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4693315946763404 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09846487332841283 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2838982340023766 |
|   8    |     8      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.4134031467428601 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09594101839412639 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2546720825684933 |
|   8    |     8      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4194028332913217 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09102114349006771 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2552119883906947 |
|   8    |     8      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4693315946763404 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09846487332841283 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2838982340023766 |
|   8    |     8      |       4        |    GMM_EM   |  (0.1, 1, 1)  | 0.41354147459050383 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09785016558502195 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25569582008776287 |
|   8    |     8      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.42093663940747594 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09019008560408187 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25556336250577893 |
|   8    |     8      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4693315946763404 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09846487332841283 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2838982340023766 |
|   8    |     8      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.4054578443855229 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09266836937248223 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24906310687900257 |
|   8    |     8      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.39089031079499326 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08320471716571005 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23704751398035165 |
|   8    |     8      |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3898171829959784 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08640709802399098 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2381121405099847 |
|   8    |     8      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.41238945861185067 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09423679273453398 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2533131256731923 |
|   8    |     8      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3914448279033007 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08636838512640307 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2389066065148519 |
|   8    |     8      |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.4011688068833891 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08781216199331043 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24449048443834975 |
|   8    |     16     |       1        |    GMM_EM   |  (0.1, 1, 1)  | 0.45539337153519427 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.12026318398919185 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28782827776219305 |
|   8    |     16     |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.5125371062609718 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09738495823247005 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.30496103224672094 |
|   8    |     16     |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4658785156313742 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10055790784246747 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28321821173692086 |
|   8    |     16     |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.3721130607767685 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.12179634494596932 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2469547028613689 |
|   8    |     16     |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4619884226930357 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0904099837936289 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2761992032433323 |
|   8    |     16     |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4658785156313742 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10055790784246747 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28321821173692086 |
|   8    |     16     |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3677352319836281 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11835691942204254 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24304607570283532 |
|   8    |     16     |       4        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4410111567764667 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0906007505438469 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2658059536601568 |
|   8    |     16     |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4658785156313742 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10055790784246747 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.28321821173692086 |
|   8    |     16     |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3794098573830073 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11767862641288722 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24854424189794727 |
|   8    |     16     |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4204128287732335 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08526339664801232 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2528381127106229 |
|   8    |     16     |       8        | GMM_EM_tied |  (0.1, 1, 1)  |  0.3845612283637443 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08426731528689047 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23441427182531738 |
|   8    |     16     |       16       |    GMM_EM   |  (0.1, 1, 1)  |  0.3731071145748035 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11263271785439737 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24286991621460044 |
|   8    |     16     |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.4218427477440095 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08965321782165062 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25574798278283006 |
|   8    |     16     |       16       | GMM_EM_tied |  (0.1, 1, 1)  |  0.3888195477739765 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08730448763667148 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23806201770532398 |
|   9    |     1      |       1        |    GMM_EM   |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     1      |       1        | GMM_EM_diag |  (0.1, 1, 1)  |  0.4071776211423853 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08960157564098332 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2483895983916843 |
|   9    |     1      |       1        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     1      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.3035307535938739 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09853224489489948 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20103149924438668 |
|   9    |     1      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.37806173634256085 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09213134173158848 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23509653903707467 |
|   9    |     1      |       2        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     1      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3036135665485058 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09908507895020793 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20134932274935685 |
|   9    |     1      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.35524742759124567 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09430364328869309 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22477553543996937 |
|   9    |     1      |       4        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     1      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.30027062379620484 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0985339047329902 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.1994022642645975 |
|   9    |     1      |       8        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3554901387906463 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0984786669358678 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22698440286325705 |
|   9    |     1      |       8        | GMM_EM_tied |  (0.1, 1, 1)  | 0.29771450531849775 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09678464831651419 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19724957681750596 |
|   9    |     1      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.30864545551149736 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10188932043692474 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.20526738797421104 |
|   9    |     1      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3632881128803768 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10236195932183831 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23282503610110755 |
|   9    |     1      |       16       | GMM_EM_tied |  (0.1, 1, 1)  | 0.30011592664277115 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09537334221856911 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19774463443067014 |
|   9    |     2      |       1        |    GMM_EM   |  (0.1, 1, 1)  | 0.39061614970684483 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08482399998945742 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2377200748481511 |
|   9    |     2      |       1        | GMM_EM_diag |  (0.1, 1, 1)  | 0.38858682466496913 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08292118256957925 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2357540036172742 |
|   9    |     2      |       1        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     2      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.2910383839824574 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10763130108554078 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19933484253399908 |
|   9    |     2      |       2        | GMM_EM_diag |  (0.1, 1, 1)  |  0.3606250706326883 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09364187349044709 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2271334720615677 |
|   9    |     2      |       2        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     2      |       4        |    GMM_EM   |  (0.1, 1, 1)  | 0.28640189714222924 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1079005196710247 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19715120840662698 |
|   9    |     2      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.33997743929460106 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09356794805707648 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.21677269367583876 |
|   9    |     2      |       4        | GMM_EM_tied |  (0.1, 1, 1)  | 0.39115474708763376 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0821745507228547 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23666464890524425 |
|   9    |     2      |       8        |    GMM_EM   |  (0.1, 1, 1)  | 0.28967335315145404 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11185102352630238 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          |  0.2007621883388782 |
|   9    |     2      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.34666233001542696 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.10468722827773957 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.22567477914658327 |
|   9    |     2      |       8        | GMM_EM_tied |  (0.1, 1, 1)  | 0.29771450531849775 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09678464831651419 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19724957681750596 |
|   9    |     2      |       16       |    GMM_EM   |  (0.1, 1, 1)  | 0.29161889200936797 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.1059658060714348 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19879234904040138 |
|   9    |     2      |       16       | GMM_EM_diag |  (0.1, 1, 1)  |  0.3503469876502489 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.11149764966318328 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23092231865671609 |
|   9    |     2      |       16       | GMM_EM_tied |  (0.1, 1, 1)  | 0.30011592664277115 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09537334221856911 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.19774463443067014 |
|   9    |     4      |       1        |    GMM_EM   |  (0.1, 1, 1)  | 0.45127717024509784 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  |  0.0995131747412112 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.27539517249315454 |
|   9    |     4      |       1        | GMM_EM_diag |  (0.1, 1, 1)  | 0.46099425834193414 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.09004447621393674 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.27551936727793547 |
|   9    |     4      |       1        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4082814077631821 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08685358249499925 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24756749512909068 |
|   9    |     4      |       2        |    GMM_EM   |  (0.1, 1, 1)  |  0.3880118991325195 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08846680412311161 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23823935162781557 |
|   9    |     4      |       2        | GMM_EM_diag |  (0.1, 1, 1)  | 0.41192688225838336 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08891804298412227 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.25042246262125284 |
|   9    |     4      |       2        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4082814077631821 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08685358249499925 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24756749512909068 |
|   9    |     4      |       4        |    GMM_EM   |  (0.1, 1, 1)  |  0.3843190320932466 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08732682634919776 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.23582292922122217 |
|   9    |     4      |       4        | GMM_EM_diag |  (0.1, 1, 1)  | 0.40187169455430904 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08994282650508408 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24590726052969655 |
|   9    |     4      |       4        | GMM_EM_tied |  (0.1, 1, 1)  |  0.4082814077631821 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08685358249499925 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24756749512909068 |
|   9    |     4      |       8        |    GMM_EM   |  (0.1, 1, 1)  |  0.3960874287670998 |          -          |
|   -    |     -      |       -        |      -      |  (0.5, 1, 1)  | 0.08990155608061093 |          -          |
|   -    |     -      |       -        |      -      |       -       |          -          | 0.24299449242385535 |
|   9    |     4      |       8        | GMM_EM_diag |  (0.1, 1, 1)  | 0.40477987096995777 |          -          |
